dfg;12;Male;Slotsplassen 1;96
Asim;30;Male;Slotsplassen 1;97
peder;30;Male;Slotsplassen 1;98
racel;22;female;Slotsplassen 1;99
dfg;12;Male;Slotsplassen 1;100
Asim;30;Male;Slotsplassen 1;101
peder;30;Male;Slotsplassen 1;102
racel;22;female;Slotsplassen 1;103
dfg;12;Male;Slotsplassen 1;104
Asim;30;Male;Slotsplassen 1;105
peder;30;Male;Slotsplassen 1;106
racel;22;female;Slotsplassen 1;107
dfg;12;Male;Slotsplassen 1;108
Asim;30;Male;Slotsplassen 1;109
peder;30;Male;Slotsplassen 1;110
racel;22;female;Slotsplassen 1;111
dfg;12;Male;Slotsplassen 1;112
Asim;30;Male;Slotsplassen 1;113
peder;30;Male;Slotsplassen 1;114
racel;22;female;Slotsplassen 1;115
dfg;12;Male;Slotsplassen 1;116
Asim;30;Male;Slotsplassen 1;117
peder;30;Male;Slotsplassen 1;118
racel;22;female;Slotsplassen 1;119
dfg;12;Male;Slotsplassen 1;120
Asim;30;Male;Slotsplassen 1;121
peder;30;Male;Slotsplassen 1;122
racel;22;female;Slotsplassen 1;123
dfg;12;Male;Slotsplassen 1;124
Asim;30;Male;Slotsplassen 1;125
peder;30;Male;Slotsplassen 1;126
racel;22;female;Slotsplassen 1;127
dfg;12;Male;Slotsplassen 1;128
Asim;30;Male;Slotsplassen 1;129
peder;30;Male;Slotsplassen 1;130
racel;22;female;Slotsplassen 1;131
dfg;12;Male;Slotsplassen 1;132
Asim;30;Male;Slotsplassen 1;133
peder;30;Male;Slotsplassen 1;134
racel;22;female;Slotsplassen 1;135
dfg;12;Male;Slotsplassen 1;136
Asim;30;Male;Slotsplassen 1;137
peder;30;Male;Slotsplassen 1;138
racel;22;female;Slotsplassen 1;139
dfg;12;Male;Slotsplassen 1;140
Asim;30;Male;Slotsplassen 1;141
peder;30;Male;Slotsplassen 1;142
racel;22;female;Slotsplassen 1;143
dfg;12;Male;Slotsplassen 1;144
Asim;30;Male;Slotsplassen 1;145
peder;30;Male;Slotsplassen 1;146
racel;22;female;Slotsplassen 1;147
dfg;12;Male;Slotsplassen 1;148
Asim;30;Male;Slotsplassen 1;149
peder;30;Male;Slotsplassen 1;150
racel;22;female;Slotsplassen 1;151
dfg;12;Male;Slotsplassen 1;152
Asim;30;Male;Slotsplassen 1;153
peder;30;Male;Slotsplassen 1;154
racel;22;female;Slotsplassen 1;155
dfg;12;Male;Slotsplassen 1;156
Asim;30;Male;Slotsplassen 1;157
peder;30;Male;Slotsplassen 1;158
racel;22;female;Slotsplassen 1;159
dfg;12;Male;Slotsplassen 1;160
Asim;30;Male;Slotsplassen 1;161
peder;30;Male;Slotsplassen 1;162
racel;22;female;Slotsplassen 1;163
dfg;12;Male;Slotsplassen 1;164
Asim;30;Male;Slotsplassen 1;165
peder;30;Male;Slotsplassen 1;166
racel;22;female;Slotsplassen 1;167
dfg;12;Male;Slotsplassen 1;168
Asim;30;Male;Slotsplassen 1;169
peder;30;Male;Slotsplassen 1;170
racel;22;female;Slotsplassen 1;171
dfg;12;Male;Slotsplassen 1;172
Asim;30;Male;Slotsplassen 1;173
peder;30;Male;Slotsplassen 1;174
racel;22;female;Slotsplassen 1;175
dfg;12;Male;Slotsplassen 1;176
Asim;30;Male;Slotsplassen 1;177
peder;30;Male;Slotsplassen 1;178
racel;22;female;Slotsplassen 1;179
dfg;12;Male;Slotsplassen 1;180
Asim;30;Male;Slotsplassen 1;181
peder;30;Male;Slotsplassen 1;182
racel;22;female;Slotsplassen 1;183
dfg;12;Male;Slotsplassen 1;184
Asim;30;Male;Slotsplassen 1;185
peder;30;Male;Slotsplassen 1;186
racel;22;female;Slotsplassen 1;187
dfg;12;Male;Slotsplassen 1;188
Asim;30;Male;Slotsplassen 1;189
peder;30;Male;Slotsplassen 1;190
racel;22;female;Slotsplassen 1;191
dfg;12;Male;Slotsplassen 1;192
Asim;30;Male;Slotsplassen 1;193
peder;30;Male;Slotsplassen 1;194
racel;22;female;Slotsplassen 1;195
dfg;12;Male;Slotsplassen 1;196
Asim;30;Male;Slotsplassen 1;197
peder;30;Male;Slotsplassen 1;198
racel;22;female;Slotsplassen 1;199
dfg;12;Male;Slotsplassen 1;200
Asim;30;Male;Slotsplassen 1;201
peder;30;Male;Slotsplassen 1;202
racel;22;female;Slotsplassen 1;203
dfg;12;Male;Slotsplassen 1;204
Asim;30;Male;Slotsplassen 1;205
peder;30;Male;Slotsplassen 1;206
racel;22;female;Slotsplassen 1;207
dfg;12;Male;Slotsplassen 1;208
Asim;30;Male;Slotsplassen 1;209
peder;30;Male;Slotsplassen 1;210
racel;22;female;Slotsplassen 1;211
dfg;12;Male;Slotsplassen 1;212
Asim;30;Male;Slotsplassen 1;213
peder;30;Male;Slotsplassen 1;214
racel;22;female;Slotsplassen 1;215
dfg;12;Male;Slotsplassen 1;216
Asim;30;Male;Slotsplassen 1;217
peder;30;Male;Slotsplassen 1;218
racel;22;female;Slotsplassen 1;219
dfg;12;Male;Slotsplassen 1;220
Asim;30;Male;Slotsplassen 1;221
peder;30;Male;Slotsplassen 1;222
racel;22;female;Slotsplassen 1;223
dfg;12;Male;Slotsplassen 1;224
Asim;30;Male;Slotsplassen 1;225
peder;30;Male;Slotsplassen 1;226
racel;22;female;Slotsplassen 1;227
dfg;12;Male;Slotsplassen 1;228
Asim;30;Male;Slotsplassen 1;229
peder;30;Male;Slotsplassen 1;230
racel;22;female;Slotsplassen 1;231
dfg;12;Male;Slotsplassen 1;232
Asim;30;Male;Slotsplassen 1;233
peder;30;Male;Slotsplassen 1;234
racel;22;female;Slotsplassen 1;235
dfg;12;Male;Slotsplassen 1;236
Asim;30;Male;Slotsplassen 1;237
peder;30;Male;Slotsplassen 1;238
racel;22;female;Slotsplassen 1;239
dfg;12;Male;Slotsplassen 1;240
Asim;30;Male;Slotsplassen 1;241
peder;30;Male;Slotsplassen 1;242
racel;22;female;Slotsplassen 1;243
dfg;12;Male;Slotsplassen 1;244
Asim;30;Male;Slotsplassen 1;245
peder;30;Male;Slotsplassen 1;246
racel;22;female;Slotsplassen 1;247
dfg;12;Male;Slotsplassen 1;248
Asim;30;Male;Slotsplassen 1;249
peder;30;Male;Slotsplassen 1;250
racel;22;female;Slotsplassen 1;251
dfg;12;Male;Slotsplassen 1;252
Asim;30;Male;Slotsplassen 1;253
peder;30;Male;Slotsplassen 1;254
racel;22;female;Slotsplassen 1;255
dfg;12;Male;Slotsplassen 1;256
Asim;30;Male;Slotsplassen 1;257
peder;30;Male;Slotsplassen 1;258
racel;22;female;Slotsplassen 1;259
dfg;12;Male;Slotsplassen 1;260
Asim;30;Male;Slotsplassen 1;261
peder;30;Male;Slotsplassen 1;262
racel;22;female;Slotsplassen 1;263
dfg;12;Male;Slotsplassen 1;264
Asim;30;Male;Slotsplassen 1;265
peder;30;Male;Slotsplassen 1;266
racel;22;female;Slotsplassen 1;267
dfg;12;Male;Slotsplassen 1;268
Asim;30;Male;Slotsplassen 1;269
peder;30;Male;Slotsplassen 1;270
racel;22;female;Slotsplassen 1;271
dfg;12;Male;Slotsplassen 1;272
Asim;30;Male;Slotsplassen 1;273
peder;30;Male;Slotsplassen 1;274
racel;22;female;Slotsplassen 1;275
dfg;12;Male;Slotsplassen 1;276
Asim;30;Male;Slotsplassen 1;277
peder;30;Male;Slotsplassen 1;278
racel;22;female;Slotsplassen 1;279
dfg;12;Male;Slotsplassen 1;280
Asim;30;Male;Slotsplassen 1;281
peder;30;Male;Slotsplassen 1;282
racel;22;female;Slotsplassen 1;283
dfg;12;Male;Slotsplassen 1;284
Asim;30;Male;Slotsplassen 1;285
peder;30;Male;Slotsplassen 1;286
racel;22;female;Slotsplassen 1;287
dfg;12;Male;Slotsplassen 1;288
Asim;30;Male;Slotsplassen 1;289
peder;30;Male;Slotsplassen 1;290
racel;22;female;Slotsplassen 1;291
dfg;12;Male;Slotsplassen 1;292
Asim;30;Male;Slotsplassen 1;293
peder;30;Male;Slotsplassen 1;294
racel;22;female;Slotsplassen 1;295
dfg;12;Male;Slotsplassen 1;296
Asim;30;Male;Slotsplassen 1;297
peder;30;Male;Slotsplassen 1;298
racel;22;female;Slotsplassen 1;299
dfg;12;Male;Slotsplassen 1;300
Asim;30;Male;Slotsplassen 1;301
peder;30;Male;Slotsplassen 1;302
racel;22;female;Slotsplassen 1;303
dfg;12;Male;Slotsplassen 1;304
Asim;30;Male;Slotsplassen 1;305
peder;30;Male;Slotsplassen 1;306
racel;22;female;Slotsplassen 1;307
dfg;12;Male;Slotsplassen 1;308
Asim;30;Male;Slotsplassen 1;309
peder;30;Male;Slotsplassen 1;310
racel;22;female;Slotsplassen 1;311
dfg;12;Male;Slotsplassen 1;312
Asim;30;Male;Slotsplassen 1;313
peder;30;Male;Slotsplassen 1;314
racel;22;female;Slotsplassen 1;315
dfg;12;Male;Slotsplassen 1;316
Asim;30;Male;Slotsplassen 1;317
peder;30;Male;Slotsplassen 1;318
racel;22;female;Slotsplassen 1;319
dfg;12;Male;Slotsplassen 1;320
Asim;30;Male;Slotsplassen 1;321
peder;30;Male;Slotsplassen 1;322
racel;22;female;Slotsplassen 1;323
dfg;12;Male;Slotsplassen 1;324
Asim;30;Male;Slotsplassen 1;325
peder;30;Male;Slotsplassen 1;326
racel;22;female;Slotsplassen 1;327
dfg;12;Male;Slotsplassen 1;328
Asim;30;Male;Slotsplassen 1;329
peder;30;Male;Slotsplassen 1;330
racel;22;female;Slotsplassen 1;331
dfg;12;Male;Slotsplassen 1;332
Asim;30;Male;Slotsplassen 1;333
peder;30;Male;Slotsplassen 1;334
racel;22;female;Slotsplassen 1;335
dfg;12;Male;Slotsplassen 1;336
Asim;30;Male;Slotsplassen 1;337
peder;30;Male;Slotsplassen 1;338
racel;22;female;Slotsplassen 1;339
dfg;12;Male;Slotsplassen 1;340
Asim;30;Male;Slotsplassen 1;341
peder;30;Male;Slotsplassen 1;342
racel;22;female;Slotsplassen 1;343
dfg;12;Male;Slotsplassen 1;344
Asim;30;Male;Slotsplassen 1;345
peder;30;Male;Slotsplassen 1;346
racel;22;female;Slotsplassen 1;347
dfg;12;Male;Slotsplassen 1;348
Asim;30;Male;Slotsplassen 1;349
peder;30;Male;Slotsplassen 1;350
racel;22;female;Slotsplassen 1;351
dfg;12;Male;Slotsplassen 1;352
Asim;30;Male;Slotsplassen 1;353
peder;30;Male;Slotsplassen 1;354
racel;22;female;Slotsplassen 1;355
dfg;12;Male;Slotsplassen 1;356
Asim;30;Male;Slotsplassen 1;357
peder;30;Male;Slotsplassen 1;358
racel;22;female;Slotsplassen 1;359
dfg;12;Male;Slotsplassen 1;360
Asim;30;Male;Slotsplassen 1;361
peder;30;Male;Slotsplassen 1;362
racel;22;female;Slotsplassen 1;363
dfg;12;Male;Slotsplassen 1;364
Asim;30;Male;Slotsplassen 1;365
peder;30;Male;Slotsplassen 1;366
racel;22;female;Slotsplassen 1;367
dfg;12;Male;Slotsplassen 1;368
Asim;30;Male;Slotsplassen 1;369
peder;30;Male;Slotsplassen 1;370
racel;22;female;Slotsplassen 1;371
dfg;12;Male;Slotsplassen 1;372
Asim;30;Male;Slotsplassen 1;373
peder;30;Male;Slotsplassen 1;374
racel;22;female;Slotsplassen 1;375
dfg;12;Male;Slotsplassen 1;376
Asim;30;Male;Slotsplassen 1;377
peder;30;Male;Slotsplassen 1;378
racel;22;female;Slotsplassen 1;379
dfg;12;Male;Slotsplassen 1;380
Asim;30;Male;Slotsplassen 1;381
peder;30;Male;Slotsplassen 1;382
racel;22;female;Slotsplassen 1;383
dfg;12;Male;Slotsplassen 1;384
Asim;30;Male;Slotsplassen 1;385
peder;30;Male;Slotsplassen 1;386
racel;22;female;Slotsplassen 1;387
dfg;12;Male;Slotsplassen 1;388
Asim;30;Male;Slotsplassen 1;389
peder;30;Male;Slotsplassen 1;390
racel;22;female;Slotsplassen 1;391
dfg;12;Male;Slotsplassen 1;392
Asim;30;Male;Slotsplassen 1;393
peder;30;Male;Slotsplassen 1;394
racel;22;female;Slotsplassen 1;395
dfg;12;Male;Slotsplassen 1;396
Asim;30;Male;Slotsplassen 1;397
peder;30;Male;Slotsplassen 1;398
racel;22;female;Slotsplassen 1;399
dfg;12;Male;Slotsplassen 1;400
Asim;30;Male;Slotsplassen 1;401
peder;30;Male;Slotsplassen 1;402
racel;22;female;Slotsplassen 1;403
dfg;12;Male;Slotsplassen 1;404
Asim;30;Male;Slotsplassen 1;405
peder;30;Male;Slotsplassen 1;406
racel;22;female;Slotsplassen 1;407
dfg;12;Male;Slotsplassen 1;408
Asim;30;Male;Slotsplassen 1;409
peder;30;Male;Slotsplassen 1;410
racel;22;female;Slotsplassen 1;411
dfg;12;Male;Slotsplassen 1;412
Asim;30;Male;Slotsplassen 1;413
peder;30;Male;Slotsplassen 1;414
racel;22;female;Slotsplassen 1;415
dfg;12;Male;Slotsplassen 1;416
Asim;30;Male;Slotsplassen 1;417
peder;30;Male;Slotsplassen 1;418
racel;22;female;Slotsplassen 1;419
dfg;12;Male;Slotsplassen 1;420
Asim;30;Male;Slotsplassen 1;421
peder;30;Male;Slotsplassen 1;422
racel;22;female;Slotsplassen 1;423
dfg;12;Male;Slotsplassen 1;424
Asim;30;Male;Slotsplassen 1;425
peder;30;Male;Slotsplassen 1;426
racel;22;female;Slotsplassen 1;427
dfg;12;Male;Slotsplassen 1;428
Asim;30;Male;Slotsplassen 1;429
peder;30;Male;Slotsplassen 1;430
racel;22;female;Slotsplassen 1;431
dfg;12;Male;Slotsplassen 1;432
Asim;30;Male;Slotsplassen 1;433
peder;30;Male;Slotsplassen 1;434
racel;22;female;Slotsplassen 1;435
dfg;12;Male;Slotsplassen 1;436
Asim;30;Male;Slotsplassen 1;437
peder;30;Male;Slotsplassen 1;438
racel;22;female;Slotsplassen 1;439
dfg;12;Male;Slotsplassen 1;440
Asim;30;Male;Slotsplassen 1;441
peder;30;Male;Slotsplassen 1;442
racel;22;female;Slotsplassen 1;443
dfg;12;Male;Slotsplassen 1;444
Asim;30;Male;Slotsplassen 1;445
peder;30;Male;Slotsplassen 1;446
racel;22;female;Slotsplassen 1;447
dfg;12;Male;Slotsplassen 1;448
Asim;30;Male;Slotsplassen 1;449
peder;30;Male;Slotsplassen 1;450
racel;22;female;Slotsplassen 1;451
dfg;12;Male;Slotsplassen 1;452
Asim;30;Male;Slotsplassen 1;453
peder;30;Male;Slotsplassen 1;454
racel;22;female;Slotsplassen 1;455
dfg;12;Male;Slotsplassen 1;456
Asim;30;Male;Slotsplassen 1;457
peder;30;Male;Slotsplassen 1;458
racel;22;female;Slotsplassen 1;459
dfg;12;Male;Slotsplassen 1;460
Asim;30;Male;Slotsplassen 1;461
peder;30;Male;Slotsplassen 1;462
racel;22;female;Slotsplassen 1;463
dfg;12;Male;Slotsplassen 1;464
Asim;30;Male;Slotsplassen 1;465
peder;30;Male;Slotsplassen 1;466
racel;22;female;Slotsplassen 1;467
dfg;12;Male;Slotsplassen 1;468
Asim;30;Male;Slotsplassen 1;469
peder;30;Male;Slotsplassen 1;470
racel;22;female;Slotsplassen 1;471
dfg;12;Male;Slotsplassen 1;472
Asim;30;Male;Slotsplassen 1;473
peder;30;Male;Slotsplassen 1;474
racel;22;female;Slotsplassen 1;475
dfg;12;Male;Slotsplassen 1;476
Asim;30;Male;Slotsplassen 1;477
peder;30;Male;Slotsplassen 1;478
racel;22;female;Slotsplassen 1;479
dfg;12;Male;Slotsplassen 1;480
Asim;30;Male;Slotsplassen 1;481
peder;30;Male;Slotsplassen 1;482
racel;22;female;Slotsplassen 1;483
dfg;12;Male;Slotsplassen 1;484
Asim;30;Male;Slotsplassen 1;485
peder;30;Male;Slotsplassen 1;486
racel;22;female;Slotsplassen 1;487
dfg;12;Male;Slotsplassen 1;488
Asim;30;Male;Slotsplassen 1;489
peder;30;Male;Slotsplassen 1;490
racel;22;female;Slotsplassen 1;491
dfg;12;Male;Slotsplassen 1;492
Asim;30;Male;Slotsplassen 1;493
peder;30;Male;Slotsplassen 1;494
racel;22;female;Slotsplassen 1;495
dfg;12;Male;Slotsplassen 1;496
Asim;30;Male;Slotsplassen 1;497
peder;30;Male;Slotsplassen 1;498
racel;22;female;Slotsplassen 1;499
dfg;12;Male;Slotsplassen 1;500
Asim;30;Male;Slotsplassen 1;501
peder;30;Male;Slotsplassen 1;502
racel;22;female;Slotsplassen 1;503
dfg;12;Male;Slotsplassen 1;504
Asim;30;Male;Slotsplassen 1;505
peder;30;Male;Slotsplassen 1;506
racel;22;female;Slotsplassen 1;507
dfg;12;Male;Slotsplassen 1;508
Asim;30;Male;Slotsplassen 1;509
peder;30;Male;Slotsplassen 1;510
racel;22;female;Slotsplassen 1;511
dfg;12;Male;Slotsplassen 1;512
Asim;30;Male;Slotsplassen 1;513
peder;30;Male;Slotsplassen 1;514
racel;22;female;Slotsplassen 1;515
dfg;12;Male;Slotsplassen 1;516
Asim;30;Male;Slotsplassen 1;517
peder;30;Male;Slotsplassen 1;518
racel;22;female;Slotsplassen 1;519
dfg;12;Male;Slotsplassen 1;520
Asim;30;Male;Slotsplassen 1;521
peder;30;Male;Slotsplassen 1;522
racel;22;female;Slotsplassen 1;523
dfg;12;Male;Slotsplassen 1;524
Asim;30;Male;Slotsplassen 1;525
peder;30;Male;Slotsplassen 1;526
racel;22;female;Slotsplassen 1;527
dfg;12;Male;Slotsplassen 1;528
Asim;30;Male;Slotsplassen 1;529
peder;30;Male;Slotsplassen 1;530
racel;22;female;Slotsplassen 1;531
dfg;12;Male;Slotsplassen 1;532
Asim;30;Male;Slotsplassen 1;533
peder;30;Male;Slotsplassen 1;534
racel;22;female;Slotsplassen 1;535
dfg;12;Male;Slotsplassen 1;536
Asim;30;Male;Slotsplassen 1;537
peder;30;Male;Slotsplassen 1;538
racel;22;female;Slotsplassen 1;539
dfg;12;Male;Slotsplassen 1;540
Asim;30;Male;Slotsplassen 1;541
peder;30;Male;Slotsplassen 1;542
racel;22;female;Slotsplassen 1;543
dfg;12;Male;Slotsplassen 1;544
Asim;30;Male;Slotsplassen 1;545
peder;30;Male;Slotsplassen 1;546
racel;22;female;Slotsplassen 1;547
dfg;12;Male;Slotsplassen 1;548
Asim;30;Male;Slotsplassen 1;549
peder;30;Male;Slotsplassen 1;550
racel;22;female;Slotsplassen 1;551
dfg;12;Male;Slotsplassen 1;552
Asim;30;Male;Slotsplassen 1;553
peder;30;Male;Slotsplassen 1;554
racel;22;female;Slotsplassen 1;555
dfg;12;Male;Slotsplassen 1;556
Asim;30;Male;Slotsplassen 1;557
peder;30;Male;Slotsplassen 1;558
racel;22;female;Slotsplassen 1;559
dfg;12;Male;Slotsplassen 1;560
Asim;30;Male;Slotsplassen 1;561
peder;30;Male;Slotsplassen 1;562
racel;22;female;Slotsplassen 1;563
dfg;12;Male;Slotsplassen 1;564
Asim;30;Male;Slotsplassen 1;565
peder;30;Male;Slotsplassen 1;566
racel;22;female;Slotsplassen 1;567
dfg;12;Male;Slotsplassen 1;568
Asim;30;Male;Slotsplassen 1;569
peder;30;Male;Slotsplassen 1;570
racel;22;female;Slotsplassen 1;571
dfg;12;Male;Slotsplassen 1;572
Asim;30;Male;Slotsplassen 1;573
peder;30;Male;Slotsplassen 1;574
racel;22;female;Slotsplassen 1;575
dfg;12;Male;Slotsplassen 1;576
Asim;30;Male;Slotsplassen 1;577
peder;30;Male;Slotsplassen 1;578
racel;22;female;Slotsplassen 1;579
dfg;12;Male;Slotsplassen 1;580
Asim;30;Male;Slotsplassen 1;581
peder;30;Male;Slotsplassen 1;582
racel;22;female;Slotsplassen 1;583
dfg;12;Male;Slotsplassen 1;584
Asim;30;Male;Slotsplassen 1;585
peder;30;Male;Slotsplassen 1;586
racel;22;female;Slotsplassen 1;587
dfg;12;Male;Slotsplassen 1;588
Asim;30;Male;Slotsplassen 1;589
peder;30;Male;Slotsplassen 1;590
racel;22;female;Slotsplassen 1;591
dfg;12;Male;Slotsplassen 1;592
Asim;30;Male;Slotsplassen 1;593
peder;30;Male;Slotsplassen 1;594
racel;22;female;Slotsplassen 1;595
dfg;12;Male;Slotsplassen 1;596
Asim;30;Male;Slotsplassen 1;597
peder;30;Male;Slotsplassen 1;598
racel;22;female;Slotsplassen 1;599
dfg;12;Male;Slotsplassen 1;600
Asim;30;Male;Slotsplassen 1;601
peder;30;Male;Slotsplassen 1;602
racel;22;female;Slotsplassen 1;603
dfg;12;Male;Slotsplassen 1;604
Asim;30;Male;Slotsplassen 1;605
peder;30;Male;Slotsplassen 1;606
racel;22;female;Slotsplassen 1;607
dfg;12;Male;Slotsplassen 1;608
Asim;30;Male;Slotsplassen 1;609
peder;30;Male;Slotsplassen 1;610
racel;22;female;Slotsplassen 1;611
dfg;12;Male;Slotsplassen 1;612
Asim;30;Male;Slotsplassen 1;613
peder;30;Male;Slotsplassen 1;614
racel;22;female;Slotsplassen 1;615
dfg;12;Male;Slotsplassen 1;616
Asim;30;Male;Slotsplassen 1;617
peder;30;Male;Slotsplassen 1;618
racel;22;female;Slotsplassen 1;619
dfg;12;Male;Slotsplassen 1;620
Asim;30;Male;Slotsplassen 1;621
peder;30;Male;Slotsplassen 1;622
racel;22;female;Slotsplassen 1;623
dfg;12;Male;Slotsplassen 1;624
Asim;30;Male;Slotsplassen 1;625
peder;30;Male;Slotsplassen 1;626
racel;22;female;Slotsplassen 1;627
dfg;12;Male;Slotsplassen 1;628
Asim;30;Male;Slotsplassen 1;629
peder;30;Male;Slotsplassen 1;630
racel;22;female;Slotsplassen 1;631
dfg;12;Male;Slotsplassen 1;632
Asim;30;Male;Slotsplassen 1;633
peder;30;Male;Slotsplassen 1;634
racel;22;female;Slotsplassen 1;635
dfg;12;Male;Slotsplassen 1;636
Asim;30;Male;Slotsplassen 1;637
peder;30;Male;Slotsplassen 1;638
racel;22;female;Slotsplassen 1;639
dfg;12;Male;Slotsplassen 1;640
Asim;30;Male;Slotsplassen 1;641
peder;30;Male;Slotsplassen 1;642
racel;22;female;Slotsplassen 1;643
dfg;12;Male;Slotsplassen 1;644
Asim;30;Male;Slotsplassen 1;645
peder;30;Male;Slotsplassen 1;646
racel;22;female;Slotsplassen 1;647
dfg;12;Male;Slotsplassen 1;648
Asim;30;Male;Slotsplassen 1;649
peder;30;Male;Slotsplassen 1;650
racel;22;female;Slotsplassen 1;651
dfg;12;Male;Slotsplassen 1;652
Asim;30;Male;Slotsplassen 1;653
peder;30;Male;Slotsplassen 1;654
racel;22;female;Slotsplassen 1;655
dfg;12;Male;Slotsplassen 1;656
Asim;30;Male;Slotsplassen 1;657
peder;30;Male;Slotsplassen 1;658
racel;22;female;Slotsplassen 1;659
dfg;12;Male;Slotsplassen 1;660
Asim;30;Male;Slotsplassen 1;661
peder;30;Male;Slotsplassen 1;662
racel;22;female;Slotsplassen 1;663
dfg;12;Male;Slotsplassen 1;664
Asim;30;Male;Slotsplassen 1;665
peder;30;Male;Slotsplassen 1;666
racel;22;female;Slotsplassen 1;667
dfg;12;Male;Slotsplassen 1;668
Asim;30;Male;Slotsplassen 1;669
peder;30;Male;Slotsplassen 1;670
racel;22;female;Slotsplassen 1;671
dfg;12;Male;Slotsplassen 1;672
Asim;30;Male;Slotsplassen 1;673
peder;30;Male;Slotsplassen 1;674
racel;22;female;Slotsplassen 1;675
dfg;12;Male;Slotsplassen 1;676
Asim;30;Male;Slotsplassen 1;677
peder;30;Male;Slotsplassen 1;678
racel;22;female;Slotsplassen 1;679
dfg;12;Male;Slotsplassen 1;680
Asim;30;Male;Slotsplassen 1;681
peder;30;Male;Slotsplassen 1;682
racel;22;female;Slotsplassen 1;683
dfg;12;Male;Slotsplassen 1;684
Asim;30;Male;Slotsplassen 1;685
peder;30;Male;Slotsplassen 1;686
racel;22;female;Slotsplassen 1;687
dfg;12;Male;Slotsplassen 1;688
Asim;30;Male;Slotsplassen 1;689
peder;30;Male;Slotsplassen 1;690
racel;22;female;Slotsplassen 1;691
